Scenario_ID,Flight,Scheduled Ha Block,Delay,From,To,Gate Nr.,Local Total,Actual_Window,D_s1_Unloading,D_s2_Transport,D_s3_Infeed,Total_Duration
2026-04-04_rep_5,HV9264,19:01:00,25.0,19:46:00,19:51:00,B36 A,112.0,26.0,7.77,0.1,5.0,12.87
2026-04-04_rep_5,IB1299,18:49:00,-10.0,18:52:00,18:54:00,A61 ,39.0,17.0,2.83,1.33,2.0,6.16
2026-04-04_rep_5,IB597,15:31:00,-3.0,15:39:00,15:42:00,A53 ,35.0,17.0,2.92,1.78,3.0,7.7
2026-04-04_rep_5,IB601,23:06:00,-12.0,23:09:00,23:13:00,A51 ,67.0,21.0,4.32,1.71,4.0,10.02
2026-04-04_rep_5,IB603,02:36:00,-15.0,02:30:00,02:33:00,A51 ,33.0,15.0,3.82,1.66,3.0,8.49
2026-04-04_rep_5,KM3422,21:17:00,-12.0,21:17:00,21:19:00,A51 ,24.0,19.0,1.73,1.28,2.0,5.01
2026-04-04_rep_5,KM420,23:21:00,-21.0,23:17:00,23:20:00,A61 ,107.0,23.0,8.17,1.49,3.0,12.66
2026-04-04_rep_5,LH1004,11:51:00,-4.0,12:07:00,12:12:00,A43 ,23.0,26.0,1.79,2.3,5.0,9.09
2026-04-04_rep_5,LO231,02:42:00,-6.0,02:54:00,02:56:00,A57 ,4.0,25.0,0.35,1.51,2.0,3.86
2026-04-04_rep_5,LO233,22:46:00,-1.0,23:03:00,23:05:00,A49 ,40.0,24.0,3.53,1.42,2.0,6.94
2026-04-04_rep_5,LO235,13:30:00,3.0,13:51:00,13:53:00,A47 ,10.0,23.0,0.95,1.59,2.0,4.55
2026-04-04_rep_5,LX780,18:20:00,-10.0,18:26:00,18:27:00,A45 ,48.0,21.0,3.77,1.55,1.0,6.32
2026-04-04_rep_5,LX786,12:56:00,-3.0,13:08:00,13:16:00,A45 ,41.0,21.0,3.86,1.71,8.0,13.57
2026-04-04_rep_5,LX788,22:42:00,-12.0,22:43:00,22:48:00,A43 ,77.0,20.0,5.88,1.67,5.0,12.56
2026-04-04_rep_5,ME215,14:40:00,-13.0,14:47:00,15:00:00,B5  A,146.0,25.0,13.4,1.65,13.0,28.06
2026-04-04_rep_5,MS725,18:50:00,36.0,19:48:00,20:00:00,B7  A,215.0,27.0,19.5,2.01,12.0,33.52
2026-04-04_rep_5,NH231,21:40:00,37.0,22:34:00,23:07:00,B5  A,255.0,22.0,17.68,1.75,33.0,52.43
2026-04-04_rep_5,OS291,13:10:00,-11.0,13:08:00,13:10:00,A43 ,14.0,14.0,1.02,1.6,2.0,4.62
2026-04-04_rep_5,OS293,18:09:00,-5.0,18:14:00,18:17:00,A47 ,29.0,14.0,2.43,1.56,3.0,7.0
2026-04-04_rep_5,OS297,23:16:00,1.0,23:27:00,23:28:00,A45 ,21.0,16.0,1.73,1.74,1.0,4.47
2026-04-04_rep_5,QS1000,12:16:00,-20.0,12:14:00,12:15:00,A51 ,2.0,24.0,0.15,1.82,1.0,2.96
2026-04-04_rep_5,SK1593,18:41:00,9.0,19:03:00,19:05:00,A63 ,35.0,19.0,3.61,2.07,2.0,7.69
2026-04-04_rep_5,SK593,13:45:00,-21.0,13:37:00,13:38:00,A51 ,35.0,18.0,3.38,2.0,1.0,6.38
2026-04-04_rep_5,SK597,23:58:00,-7.0,00:02:00,00:04:00,A53 ,33.0,19.0,2.07,1.69,2.0,5.77
2026-04-04_rep_5,SN1138,03:20:00,4.0,03:37:00,03:39:00,B28 A,63.0,18.0,5.95,0.1,2.0,8.05
2026-04-04_rep_5,SN1574,00:30:00,4.0,00:58:00,01:03:00,A49 ,80.0,29.0,5.79,1.44,5.0,12.24
2026-04-04_rep_5,SN2094,17:21:00,23.0,18:09:00,18:11:00,B14 A,48.0,31.0,3.73,0.13,2.0,5.86
2026-04-04_rep_5,SN2104,12:59:00,-3.0,13:26:00,13:43:00,B7  A,10.0,34.0,0.88,1.58,17.0,19.45
2026-04-04_rep_5,SN2258,17:32:00,43.0,18:33:00,18:34:00,A44 ,47.0,25.0,3.62,1.81,1.0,6.43
2026-04-04_rep_5,SN2288,12:49:00,35.0,13:37:00,13:52:00,A54 ,18.0,17.0,1.48,1.45,15.0,17.93
2026-04-04_rep_5,SN2298,12:49:00,1.0,13:08:00,13:11:00,A40 ,5.0,22.0,0.39,1.58,3.0,4.97
2026-04-04_rep_5,SN241,09:57:00,-15.0,09:58:00,10:43:00,B37 A,48.0,23.0,3.75,0.09,45.0,48.84
2026-04-04_rep_5,SN256,09:20:00,30.0,10:17:00,10:41:00,B40 A,93.0,37.0,6.93,0.09,24.0,31.02
2026-04-04_rep_5,SN2582,17:08:00,-6.0,17:15:00,17:18:00,A42 ,45.0,16.0,3.23,1.46,3.0,7.69
2026-04-04_rep_5,SN2592,12:24:00,-15.0,12:21:00,12:22:00,A59 ,8.0,16.0,0.79,1.53,1.0,3.32
2026-04-04_rep_5,SN2608,14:17:00,-10.0,14:55:00,14:59:00,A50 ,41.0,55.0,3.1,1.59,4.0,8.69
2026-04-04_rep_5,SN2614,21:33:00,-8.0,21:45:00,21:47:00,A44 ,42.0,23.0,3.02,1.81,2.0,6.84
2026-04-04_rep_5,SN2624,16:59:00,-8.0,17:00:00,17:02:00,A48 ,12.0,18.0,0.89,1.95,2.0,4.84
2026-04-04_rep_5,SN2630,12:18:00,-8.0,12:29:00,12:30:00,A48 ,2.0,22.0,0.14,2.03,1.0,3.18
2026-04-04_rep_5,SN2644,17:13:00,-14.0,17:18:00,17:20:00,A46 ,55.0,22.0,4.64,1.85,2.0,8.49
2026-04-04_rep_5,SN2646,20:22:00,-3.0,20:35:00,20:37:00,A47 ,26.0,23.0,1.78,2.19,2.0,5.97
2026-04-04_rep_5,SN2652,03:03:00,13.0,03:34:00,03:37:00,A48 ,65.0,26.0,5.84,2.1,3.0,10.95
2026-04-04_rep_5,SN2712,13:40:00,-4.0,14:05:00,14:06:00,A59 ,28.0,34.0,3.2,2.12,1.0,6.32
2026-04-04_rep_5,SN2714,16:53:00,-1.0,17:21:00,17:23:00,A54 ,43.0,37.0,3.21,1.21,2.0,6.41
2026-04-04_rep_5,SN2722,22:33:00,26.0,23:27:00,23:36:00,A40 ,62.0,31.0,6.45,1.45,9.0,16.9
2026-04-04_rep_5,SN2726,12:23:00,0.0,12:54:00,12:56:00,A50 ,14.0,34.0,1.07,1.41,2.0,4.47
2026-04-04_rep_5,SN2810,17:26:00,-10.0,17:34:00,17:36:00,A56 ,29.0,24.0,1.87,1.7,2.0,5.57
2026-04-04_rep_5,SN2816,12:23:00,-22.0,12:18:00,12:20:00,A42 ,1.0,20.0,0.07,1.23,2.0,3.29
2026-04-04_rep_5,SN2830,12:39:00,1.0,12:58:00,12:59:00,A58 ,14.0,22.0,0.92,2.15,1.0,4.08
2026-04-04_rep_5,SN2902,15:15:00,12.0,15:45:00,15:47:00,A52 ,18.0,28.0,1.51,1.61,2.0,5.12
2026-04-04_rep_5,SN3132,01:18:00,44.0,02:12:00,02:14:00,A54 ,29.0,13.0,2.76,1.94,2.0,6.7
2026-04-04_rep_5,SN3140,18:09:00,-13.0,18:05:00,18:06:00,A64 ,17.0,13.0,1.23,1.59,1.0,3.82
2026-04-04_rep_5,SN3148,18:53:00,2.0,19:11:00,19:14:00,A48 ,43.0,24.0,4.13,1.69,3.0,8.82
2026-04-04_rep_5,SN3154,14:18:00,-4.0,14:35:00,14:37:00,A40 ,17.0,29.0,1.48,1.67,2.0,5.14
2026-04-04_rep_5,SN3176,16:29:00,316.0,22:05:00,22:09:00,A56 ,64.0,24.0,4.76,1.57,4.0,10.34
2026-04-04_rep_5,SN3182,00:24:00,-4.0,00:38:00,00:41:00,A58 ,57.0,22.0,5.93,1.54,3.0,10.47
2026-04-04_rep_5,SN3202,18:26:00,-2.0,18:45:00,18:49:00,A62 ,43.0,27.0,3.24,1.64,4.0,8.88
2026-04-04_rep_5,SN3208,12:46:00,-7.0,12:57:00,12:58:00,A49 ,6.0,24.0,0.43,1.48,1.0,2.9
2026-04-04_rep_5,SN3238,22:34:00,-36.0,22:10:00,22:11:00,A65 ,20.0,16.0,2.03,1.62,1.0,4.66
2026-04-04_rep_5,SN3246,17:33:00,-1.0,17:48:00,17:49:00,A52 ,37.0,24.0,3.88,1.39,1.0,6.27
2026-04-04_rep_5,SN3256,18:04:00,-15.0,18:07:00,18:08:00,A59 ,15.0,22.0,1.22,1.47,1.0,3.68
2026-04-04_rep_5,SN3344,00:19:00,50.0,01:18:00,01:19:00,A56 ,5.0,13.0,0.34,1.18,1.0,2.53
2026-04-04_rep_5,SN358,10:21:00,52.0,11:43:00,12:03:00,B38 A,126.0,36.0,11.98,0.07,20.0,32.06
2026-04-04_rep_5,SN3588,18:42:00,23.0,19:29:00,19:35:00,A46 ,33.0,31.0,2.12,1.75,6.0,9.87
2026-04-04_rep_5,SN3598,19:22:00,16.0,19:57:00,19:58:00,A56 ,55.0,26.0,4.08,1.87,1.0,6.95
2026-04-04_rep_5,SN3604,12:28:00,-11.0,12:36:00,12:40:00,A52 ,10.0,22.0,0.7,1.5,4.0,6.2
2026-04-04_rep_5,SN3618,19:38:00,-19.0,19:36:00,19:38:00,A40 ,86.0,25.0,7.56,1.81,2.0,11.37
2026-04-04_rep_5,SN3622,22:14:00,-12.0,22:20:00,22:23:00,A50 ,71.0,22.0,6.21,1.32,3.0,10.53
2026-04-04_rep_5,SN3632,13:35:00,-4.0,13:49:00,14:00:00,A57 ,9.0,23.0,1.02,1.62,11.0,13.64
2026-04-04_rep_5,SN3634,14:59:00,-2.0,15:28:00,15:29:00,A59 ,7.0,35.0,0.49,1.66,1.0,3.14
2026-04-04_rep_5,SN3668,17:57:00,-2.0,18:13:00,18:16:00,A40 ,62.0,25.0,5.05,1.78,3.0,9.83
2026-04-04_rep_5,SN3704,21:18:00,-1.0,21:33:00,21:36:00,A46 ,76.0,19.0,6.0,1.64,3.0,10.64
2026-04-04_rep_5,SN3712,18:06:00,-18.0,17:58:00,17:59:00,A58 ,24.0,16.0,2.55,1.8,1.0,5.34
2026-04-04_rep_5,SN3734,16:57:00,-11.0,17:00:00,17:02:00,A50 ,32.0,21.0,2.53,2.0,2.0,6.53
2026-04-04_rep_5,SN3736,22:29:00,28.0,23:25:00,23:34:00,A48 ,99.0,32.0,10.11,1.93,9.0,21.05
2026-04-04_rep_5,SN3738,03:14:00,-5.0,03:30:00,03:34:00,A67 ,77.0,25.0,5.99,1.79,4.0,11.77
2026-04-04_rep_5,SN3740,01:14:00,30.0,02:06:00,02:09:00,A68 ,80.0,26.0,6.12,1.67,3.0,10.79
2026-04-04_rep_5,SN3766,23:53:00,-16.0,00:01:00,00:38:00,A44 ,96.0,27.0,8.42,1.55,37.0,46.96
2026-04-04_rep_5,SN3768,00:29:00,-11.0,00:32:00,00:38:00,A66 ,37.0,18.0,3.8,1.9,6.0,11.7
2026-04-04_rep_5,SN3772,15:43:00,-5.0,15:58:00,16:01:00,A40 ,45.0,28.0,3.05,1.8,3.0,7.86
2026-04-04_rep_5,SN3774,03:17:00,3.0,03:34:00,03:36:00,A44 ,36.0,21.0,3.5,1.72,2.0,7.22
2026-04-04_rep_5,SN3780,22:04:00,-17.0,22:11:00,22:15:00,A52 ,63.0,28.0,4.14,1.7,4.0,9.84
2026-04-04_rep_5,SN3782,03:37:00,14.0,05:15:00,05:18:00,A68 ,113.0,91.0,14.01,1.93,3.0,18.94
2026-04-04_rep_5,SN3784,03:25:00,-5.0,03:34:00,03:37:00,A59 ,61.0,19.0,4.42,1.98,3.0,9.4
2026-04-04_rep_5,SN3802,20:06:00,-9.0,20:18:00,20:21:00,A54 ,75.0,27.0,5.32,1.92,3.0,10.24
2026-04-04_rep_5,SN3806,02:44:00,-15.0,02:40:00,02:42:00,A62 ,27.0,15.0,2.04,1.54,2.0,5.58
2026-04-04_rep_5,SN3816,19:46:00,5.0,20:09:00,20:13:00,A44 ,72.0,24.0,5.96,2.04,4.0,12.01
2026-04-04_rep_5,SN3820,03:47:00,2.0,03:56:00,03:58:00,A60 ,18.0,14.0,1.72,2.22,2.0,5.95
2026-04-04_rep_5,SN3828,03:55:00,-11.0,05:07:00,05:13:00,A63 ,83.0,88.0,6.74,1.39,6.0,14.12
2026-04-04_rep_5,SN3886,03:16:00,-12.0,03:22:00,03:23:00,B14 A,10.0,24.0,1.01,0.1,1.0,2.11
2026-04-04_rep_5,SN467,10:49:00,15.0,11:20:00,11:48:00,B11 A,79.0,20.0,6.37,0.13,28.0,34.5
2026-04-04_rep_5,SN502,11:44:00,-48.0,11:09:00,11:30:00,B37 A,97.0,17.0,8.91,0.1,21.0,30.01
2026-04-04_rep_5,SQ304,11:30:00,-16.0,11:31:00,12:29:00,B31 A,306.0,22.0,20.49,0.1,58.0,78.59
2026-04-04_rep_5,TB1014,16:51:00,-10.0,16:52:00,16:54:00,A51 ,35.0,17.0,2.84,1.77,2.0,6.61
2026-04-04_rep_5,TB1112,15:57:00,15.0,16:37:00,16:40:00,A57 ,93.0,32.0,9.12,1.52,3.0,13.64
2026-04-04_rep_5,TB1135,17:30:00,3.0,18:14:00,18:17:00,A57 ,38.0,46.0,3.75,1.76,3.0,8.51
2026-04-04_rep_5,TB1502,03:55:00,129.0,06:21:00,06:25:00,A61 ,74.0,22.0,4.99,1.7,4.0,10.69
2026-04-04_rep_5,TB1554,20:50:00,2.0,21:14:00,21:19:00,A64 ,109.0,27.0,10.22,2.36,5.0,17.59
2026-04-04_rep_5,TB1702,02:29:00,-11.0,02:41:00,02:44:00,A43 ,104.0,32.0,8.08,1.76,3.0,12.84
2026-04-04_rep_5,TB1704,02:56:00,1.0,03:17:00,03:23:00,A53 ,76.0,26.0,6.83,1.46,6.0,14.3
2026-04-04_rep_5,TB1756,20:17:00,-4.0,20:29:00,20:36:00,A43 ,137.0,23.0,10.06,1.72,7.0,18.78
2026-04-04_rep_5,TB1758,03:33:00,9.0,05:14:00,05:18:00,A66 ,123.0,100.0,9.5,1.83,4.0,15.33
2026-04-04_rep_5,TB2031,00:32:00,-23.0,00:26:00,00:30:00,B36 A,170.0,24.0,12.91,0.09,4.0,17.0
2026-04-04_rep_5,TB2612,06:49:00,-9.0,06:47:00,06:48:00,B15 A,35.0,16.0,2.46,0.11,1.0,3.57
2026-04-04_rep_5,TB2614,01:40:00,-14.0,01:46:00,01:49:00,B11 A,118.0,25.0,7.96,0.09,3.0,11.04
2026-04-04_rep_5,TB2654,02:00:00,-8.0,02:16:00,02:21:00,B27 A,113.0,29.0,9.42,0.1,5.0,14.52
2026-04-04_rep_5,TB2752,16:49:00,-12.0,16:53:00,16:56:00,B40 A,74.0,20.0,5.78,0.11,3.0,8.88
2026-04-04_rep_5,TB3012,22:35:00,11.0,23:06:00,23:11:00,B30 A,129.0,25.0,10.27,0.11,5.0,15.38
2026-04-04_rep_5,TK1937,14:16:00,-1.0,14:31:00,14:45:00,B34 A,138.0,22.0,11.26,0.1,14.0,25.37
2026-04-04_rep_5,TK1939,21:59:00,2.0,22:11:00,22:28:00,B14 A,155.0,19.0,11.03,0.09,17.0,28.11
2026-04-04_rep_5,TK1941,01:31:00,-13.0,01:37:00,01:44:00,B7  A,117.0,25.0,9.45,1.7,7.0,18.15
2026-04-04_rep_5,TK1943,17:31:00,1.0,17:49:00,17:58:00,B32 A,116.0,23.0,12.84,0.09,9.0,21.93
2026-04-04_rep_5,TP640,15:07:00,-22.0,15:15:00,15:16:00,A47 ,62.0,37.0,4.3,1.61,1.0,6.91
2026-04-04_rep_5,TP642,19:11:00,-27.0,18:57:00,19:06:00,A49 ,96.0,19.0,9.1,2.11,9.0,20.21
2026-04-04_rep_5,TP644,00:12:00,-20.0,00:09:00,00:30:00,A47 ,73.0,24.0,5.05,1.73,21.0,27.78
2026-04-04_rep_5,TP646,04:01:00,71.0,05:25:00,05:30:00,A45 ,102.0,19.0,9.75,2.31,5.0,17.05
2026-04-04_rep_5,TU954,15:30:00,9.0,15:56:00,16:02:00,B14 A,88.0,22.0,6.89,0.11,6.0,13.0
2026-04-04_rep_5,UA950,11:22:00,-20.0,11:22:00,11:45:00,B28 A,170.0,27.0,18.2,0.1,23.0,41.3
2026-04-04_rep_5,UA972,13:07:00,-11.0,13:16:00,13:38:00,B38 A,134.0,27.0,11.88,0.09,22.0,33.97
2026-04-04_rep_5,UA994,11:51:00,-14.0,11:55:00,12:25:00,B40 A,157.0,24.0,13.5,0.09,30.0,43.6
2026-04-04_rep_5,UX1171,13:55:00,-12.0,14:00:00,14:03:00,A48 ,34.0,27.0,2.45,1.76,3.0,7.21
2026-04-04_rep_5,UX1173,21:46:00,-19.0,21:45:00,21:49:00,A53 ,70.0,24.0,7.42,1.58,4.0,13.0
2026-04-04_rep_5,UX1175,22:17:00,-21.0,22:09:00,22:11:00,A59 ,39.0,20.0,3.02,1.84,2.0,6.87
2026-04-04_rep_5,VF65,15:21:00,-19.0,15:21:00,15:26:00,B36 A,133.0,25.0,11.83,0.1,5.0,16.93
2026-04-04_rep_5,VF67,20:16:00,-7.0,20:28:00,20:32:00,B11 A,149.0,25.0,9.28,0.1,4.0,13.38
2026-04-04_rep_5,VY1332,13:30:00,-19.0,13:29:00,13:33:00,A55 ,9.0,23.0,0.66,1.79,4.0,6.45
2026-04-04_rep_5,VY1334,00:07:00,-8.0,00:10:00,00:12:00,A43 ,31.0,18.0,2.1,1.53,2.0,5.62
2026-04-04_rep_5,VY1470,12:50:00,-19.0,12:52:00,12:53:00,A53 ,19.0,26.0,1.46,2.09,1.0,4.55
2026-04-04_rep_5,VY2150,14:30:00,-23.0,14:18:00,14:20:00,A43 ,38.0,16.0,2.9,1.39,2.0,6.29
2026-04-04_rep_5,VY6814,18:44:00,29.0,19:31:00,19:34:00,A53 ,18.0,22.0,1.67,1.67,3.0,6.34
2026-04-04_rep_5,VY8978,16:51:00,-15.0,16:44:00,16:46:00,A45 ,18.0,14.0,1.6,1.54,2.0,5.14
2026-04-04_rep_5,VY8980,13:50:00,-10.0,13:58:00,14:02:00,A53 ,10.0,23.0,0.83,1.76,4.0,6.59
2026-04-04_rep_5,VY8982,21:22:00,3.0,21:41:00,21:45:00,A45 ,52.0,23.0,3.81,1.78,4.0,9.59
2026-04-04_rep_5,VY8984,01:06:00,-18.0,01:00:00,01:02:00,A45 ,56.0,18.0,4.4,1.83,2.0,8.23
2026-04-04_rep_5,VY8986,18:36:00,-15.0,18:36:00,18:40:00,A51 ,41.0,21.0,3.97,1.21,4.0,9.19
2026-04-05_rep_1,A34382,14:50:00,-18.0,14:52:00,15:11:00,A57 ,185.0,25.0,13.14,1.54,19.0,33.68
2026-04-05_rep_1,AC832,12:18:00,-40.0,11:54:00,12:17:00,B30 A,100.0,24.0,7.35,0.11,23.0,30.46
2026-04-05_rep_1,AY1541,15:41:00,-7.0,15:46:00,15:48:00,A51 ,58.0,18.0,4.77,1.92,2.0,8.69
2026-04-05_rep_1,AY1545,23:27:00,0.0,23:37:00,23:38:00,A43 ,27.0,17.0,2.7,1.55,1.0,5.24
2026-04-05_rep_1,AY1549,03:41:00,18.0,04:08:00,04:09:00,A49 ,19.0,15.0,1.33,1.91,1.0,4.24
2026-04-05_rep_1,AZ154,00:11:00,-23.0,23:58:00,00:00:00,A64 ,17.0,16.0,1.14,1.96,2.0,5.1
2026-04-05_rep_1,AZ156,15:51:00,-11.0,15:56:00,16:02:00,A54 ,36.0,22.0,3.08,1.62,6.0,10.7
2026-04-05_rep_1,AZ160,23:04:00,-4.0,23:12:00,23:16:00,A62 ,40.0,16.0,2.85,1.9,4.0,8.75
2026-04-05_rep_1,BA384,14:54:00,-17.0,14:47:00,14:50:00,B29 A,23.0,14.0,1.67,0.09,3.0,4.76
2026-04-05_rep_1,BA386,19:26:00,-21.0,19:20:00,19:23:00,B7  A,110.0,21.0,8.73,1.42,3.0,13.15
2026-04-05_rep_1,BA390,01:00:00,-4.0,01:12:00,01:14:00,B9  A,60.0,21.0,4.35,1.61,2.0,7.96
2026-04-05_rep_1,BT853,01:05:00,-7.0,01:10:00,01:11:00,A69 ,1.0,17.0,0.08,1.58,1.0,2.66
2026-04-05_rep_1,EI630,14:48:00,-27.0,14:36:00,14:42:00,B27 A,99.0,23.0,9.66,0.09,6.0,15.75
2026-04-05_rep_1,EI638,01:50:00,-14.0,01:49:00,01:52:00,B11 A,88.0,18.0,6.18,0.1,3.0,9.28
2026-04-05_rep_1,EK181,00:35:00,6.0,00:55:00,01:26:00,B31 A,213.0,19.0,18.01,0.09,31.0,49.1
2026-04-05_rep_1,ET750,12:10:00,3.0,12:32:00,13:13:00,B29 A,422.0,24.0,16.8,4.8,41.0,62.6
2026-04-05_rep_1,EY57,13:10:00,15.0,13:43:00,14:19:00,B5  A,244.0,28.0,21.05,1.79,36.0,58.84
2026-04-05_rep_1,FB407,00:50:00,-4.0,00:55:00,00:57:00,A49 ,30.0,14.0,2.31,2.17,2.0,6.48
2026-04-05_rep_1,FH8116,06:35:00,-35.0,06:07:00,06:09:00,B15 A,22.0,12.0,1.59,0.1,2.0,3.69
2026-04-05_rep_1,FI554,18:04:00,-13.0,18:18:00,18:21:00,A43 ,80.0,36.0,7.73,1.59,3.0,12.32
2026-04-05_rep_1,GQ800,00:01:00,-12.0,00:07:00,00:09:00,A67 ,64.0,24.0,5.31,1.58,2.0,8.89
2026-04-05_rep_1,IB1301,00:05:00,-23.0,23:55:00,23:56:00,A61 ,38.0,18.0,3.07,1.86,1.0,5.94
2026-04-05_rep_1,IB597,16:31:00,-17.0,16:23:00,16:26:00,A43 ,83.0,15.0,5.94,1.92,3.0,10.86
2026-04-05_rep_1,IB603,03:36:00,-8.0,03:39:00,03:42:00,A47 ,77.0,17.0,5.55,2.11,3.0,10.66
2026-04-05_rep_1,KM420,00:20:00,-6.0,00:27:00,00:30:00,A59 ,54.0,18.0,4.76,1.97,3.0,9.73
2026-04-05_rep_1,LH1004,12:50:00,0.0,13:03:00,13:30:00,A43 ,40.0,18.0,3.69,1.5,27.0,32.18
2026-04-05_rep_1,LO231,03:41:00,2.0,04:00:00,04:01:00,A53 ,13.0,23.0,0.95,1.29,1.0,3.24
2026-04-05_rep_1,LO233,23:48:00,-8.0,23:58:00,00:01:00,A46 ,31.0,26.0,2.61,1.24,3.0,6.85
2026-04-05_rep_1,LO235,14:32:00,-16.0,14:28:00,14:30:00,A56 ,37.0,19.0,3.55,1.46,2.0,7.01
2026-04-05_rep_1,LX780,19:22:00,-3.0,19:34:00,19:35:00,A43 ,42.0,22.0,3.15,1.98,1.0,6.13
2026-04-05_rep_1,LX786,13:55:00,-21.0,13:56:00,14:01:00,A45 ,45.0,27.0,3.34,2.14,5.0,10.48
2026-04-05_rep_1,LX788,23:40:00,12.0,00:07:00,00:26:00,A45 ,52.0,20.0,5.17,1.78,19.0,25.95
2026-04-05_rep_1,MS725,20:22:00,-9.0,20:31:00,20:39:00,B9  A,172.0,25.0,14.92,1.5,8.0,24.41
2026-04-05_rep_1,OS291,14:10:00,-9.0,14:10:00,14:15:00,A43 ,3.0,14.0,0.21,1.33,5.0,6.54
2026-04-05_rep_1,OS295,21:50:00,-12.0,21:48:00,21:50:00,A43 ,26.0,15.0,1.9,1.81,2.0,5.72
2026-04-05_rep_1,OU4456,00:56:00,-3.0,01:10:00,01:11:00,A53 ,25.0,23.0,2.19,1.43,1.0,4.62
2026-04-05_rep_1,QS1002,23:49:00,-5.0,23:55:00,23:56:00,A65 ,27.0,15.0,2.84,1.54,1.0,5.39
2026-04-05_rep_1,RJ141,20:23:00,16.0,20:53:00,21:17:00,B5  A,214.0,22.0,19.22,1.95,24.0,45.17
2026-04-05_rep_1,RO373,23:54:00,21.0,00:26:00,00:28:00,A48 ,35.0,20.0,2.69,1.88,2.0,6.56
2026-04-05_rep_1,SK1593,19:44:00,-4.0,19:53:00,19:55:00,A47 ,27.0,22.0,2.42,1.83,2.0,6.25
2026-04-05_rep_1,SK1595,23:36:00,-8.0,23:39:00,23:41:00,A57 ,16.0,17.0,1.11,2.06,2.0,5.17
2026-04-05_rep_1,SK2591,01:46:00,5.0,02:01:00,02:02:00,A59 ,33.0,16.0,2.33,1.79,1.0,5.12
2026-04-05_rep_1,SK4745,23:24:00,-5.0,23:35:00,23:39:00,A51 ,71.0,20.0,6.15,1.22,4.0,11.37
2026-04-05_rep_1,SK589,15:22:00,4.0,15:34:00,15:36:00,A46 ,27.0,15.0,1.72,1.26,2.0,4.98
2026-04-05_rep_1,SK597,00:55:00,-10.0,00:58:00,01:06:00,A51 ,10.0,18.0,0.7,1.56,8.0,10.26
2026-04-05_rep_1,SN1122,08:39:00,29.0,09:20:00,09:21:00,B40 A,13.0,16.0,1.22,0.09,1.0,2.3
2026-04-05_rep_1,SN1124,07:10:00,9.0,07:32:00,07:48:00,B30 A,138.0,18.0,10.48,0.1,16.0,26.58
2026-04-05_rep_1,SN1652,22:27:00,-9.0,22:42:00,22:44:00,A54 ,22.0,31.0,1.82,1.48,2.0,5.3
2026-04-05_rep_1,SN206,10:25:00,5.0,10:47:00,11:32:00,B38 A,320.0,22.0,21.61,0.08,45.0,66.69
2026-04-05_rep_1,SN2064,20:31:00,-5.0,20:38:00,20:41:00,B29 A,61.0,23.0,4.43,0.1,3.0,7.53
2026-04-05_rep_1,SN2094,18:20:00,-5.0,18:39:00,18:43:00,B28 A,81.0,29.0,5.42,0.11,4.0,9.53
2026-04-05_rep_1,SN2096,01:04:00,-17.0,01:06:00,01:09:00,B30 A,55.0,23.0,4.93,0.09,3.0,8.01
2026-04-05_rep_1,SN2104,13:59:00,-11.0,14:06:00,14:17:00,B9  A,10.0,22.0,0.96,1.55,11.0,13.5
2026-04-05_rep_1,SN2258,18:29:00,-8.0,18:39:00,18:42:00,A58 ,34.0,22.0,3.06,1.47,3.0,7.53
2026-04-05_rep_1,SN2260,00:48:00,-13.0,00:51:00,00:55:00,A50 ,27.0,19.0,2.51,1.44,4.0,7.94
2026-04-05_rep_1,SN2268,13:31:00,-3.0,13:46:00,13:48:00,A53 ,4.0,24.0,0.35,1.4,2.0,3.75
2026-04-05_rep_1,SN2284,01:08:00,1.0,01:27:00,01:29:00,A46 ,10.0,21.0,0.89,1.65,2.0,4.55
2026-04-05_rep_1,SN229,10:04:00,22.0,10:41:00,11:10:00,B31 A,120.0,19.0,8.95,0.07,29.0,38.02
2026-04-05_rep_1,SN2294,00:55:00,-5.0,01:01:00,01:03:00,A55 ,34.0,16.0,2.13,1.56,2.0,5.69
2026-04-05_rep_1,SN2372,01:28:00,-9.0,01:33:00,01:36:00,A54 ,24.0,17.0,1.54,1.37,3.0,5.91
2026-04-05_rep_1,SN2548,01:20:00,-11.0,01:25:00,01:27:00,A47 ,32.0,21.0,2.1,1.48,2.0,5.58
2026-04-05_rep_1,SN2556,01:14:00,-13.0,01:09:00,01:12:00,A60 ,28.0,12.0,2.42,1.55,3.0,6.97
2026-04-05_rep_1,SN2582,18:08:00,-12.0,18:11:00,18:12:00,A48 ,15.0,18.0,1.2,1.57,1.0,3.77
2026-04-05_rep_1,SN2588,01:16:00,-8.0,01:20:00,01:21:00,A56 ,24.0,18.0,1.59,1.65,1.0,4.24
2026-04-05_rep_1,SN2590,03:18:00,-12.0,03:15:00,03:16:00,A62 ,14.0,12.0,1.31,1.52,1.0,3.83
2026-04-05_rep_1,SN2592,13:27:00,-13.0,13:32:00,13:34:00,A42 ,1.0,25.0,0.09,1.6,2.0,3.69
2026-04-05_rep_1,SN2608,15:18:00,-18.0,15:17:00,15:19:00,A42 ,26.0,25.0,1.91,2.01,2.0,5.92
2026-04-05_rep_1,SN2610,17:48:00,-4.0,18:11:00,18:13:00,A50 ,46.0,30.0,3.75,1.31,2.0,7.06
