Date,Flight,Scheduled Time,E/A Time,Delay,Scheduled Ha Block,Ha Block,From,To,Gate Nr.,Local Total
2026-04-03,LX780,2026-04-03 17:15:00,2026-04-03 17:23:00,8.0,2026-04-03 17:19:00,2026-04-03 17:27:00,2026-04-03 17:42:00,2026-04-03 17:44:00,A53 ,57.0
2026-04-03,LX786,2026-04-03 11:50:00,2026-04-03 12:15:00,25.0,2026-04-03 12:05:00,2026-04-03 12:30:00,2026-04-03 12:42:00,2026-04-03 12:52:00,A52 ,44.0
2026-04-03,LX788,2026-04-03 21:35:00,2026-04-03 21:41:00,6.0,2026-04-03 21:39:00,2026-04-03 21:45:00,2026-04-03 22:04:00,2026-04-03 22:16:00,A43 ,77.0
2026-04-03,MS725,2026-04-03 18:15:00,2026-04-03 18:27:00,12.0,2026-04-03 18:19:00,2026-04-03 18:31:00,2026-04-03 18:46:00,2026-04-03 19:01:00,B11 A,176.0
2026-04-03,OS291,2026-04-03 12:05:00,2026-04-03 11:53:00,-12.0,2026-04-03 12:10:00,2026-04-03 11:58:00,2026-04-03 12:12:00,2026-04-03 12:13:00,A53 ,30.0
2026-04-03,OS295,2026-04-03 19:45:00,2026-04-03 19:32:00,-13.0,2026-04-03 19:50:00,2026-04-03 19:37:00,2026-04-03 19:51:00,2026-04-03 19:56:00,A45 ,59.0
2026-04-03,OS297,2026-04-03 22:10:00,2026-04-03 22:00:00,-10.0,2026-04-03 22:16:00,2026-04-03 22:06:00,2026-04-03 22:24:00,2026-04-03 22:26:00,A47 ,22.0
2026-04-03,OU4456,2026-04-03 22:50:00,2026-04-03 22:43:00,-7.0,2026-04-03 22:55:00,2026-04-03 22:48:00,2026-04-03 23:05:00,2026-04-03 23:06:00,A57 ,34.0
2026-04-03,OU456,2026-04-03 11:40:00,2026-04-03 11:39:00,-1.0,2026-04-03 11:50:00,2026-04-03 11:49:00,2026-04-03 11:59:00,2026-04-03 12:00:00,A60 ,6.0
2026-04-03,QS1002,2026-04-03 21:45:00,2026-04-03 21:28:00,-17.0,2026-04-03 21:51:00,2026-04-03 21:34:00,2026-04-03 21:44:00,2026-04-03 21:45:00,A65 ,14.0
2026-04-03,RO373,2026-04-03 20:25:00,2026-04-03 20:11:00,-14.0,2026-04-03 20:30:00,2026-04-03 20:16:00,2026-04-03 20:30:00,2026-04-03 20:33:00,A53 ,39.0
2026-04-03,SK1589,2026-04-03 21:15:00,2026-04-03 21:07:00,-8.0,2026-04-03 21:20:00,2026-04-03 21:12:00,2026-04-03 21:30:00,2026-04-03 21:33:00,A47 ,21.0
2026-04-03,SK1593,2026-04-03 17:35:00,2026-04-03 17:30:00,-5.0,2026-04-03 17:40:00,2026-04-03 17:35:00,2026-04-03 17:49:00,2026-04-03 17:51:00,A45 ,51.0
2026-04-03,SK1595,2026-04-03 21:30:00,2026-04-03 21:21:00,-9.0,2026-04-03 21:34:00,2026-04-03 21:25:00,2026-04-03 21:36:00,2026-04-03 21:38:00,A49 ,30.0
2026-04-03,SK4743,2026-04-03 13:40:00,2026-04-03 13:44:00,4.0,2026-04-03 13:46:00,2026-04-03 13:50:00,2026-04-03 14:08:00,2026-04-03 14:12:00,A51 ,55.0
2026-04-03,SK589,2026-04-03 13:15:00,2026-04-03 12:58:00,-17.0,2026-04-03 13:21:00,2026-04-03 13:04:00,2026-04-03 13:23:00,2026-04-03 13:30:00,A43 ,100.0
2026-04-03,SK593,2026-04-03 12:40:00,2026-04-03 12:20:00,-20.0,2026-04-03 12:56:00,2026-04-03 12:36:00,2026-04-03 12:53:00,2026-04-03 12:57:00,A60 ,35.0
2026-04-03,SK597,2026-04-03 22:50:00,2026-04-03 22:50:00,0.0,2026-04-03 22:57:00,2026-04-03 22:57:00,2026-04-03 23:15:00,2026-04-03 23:18:00,A43 ,28.0
2026-04-03,SN2096,2026-04-03 23:00:00,2026-04-03 23:08:00,8.0,2026-04-03 23:04:00,2026-04-03 23:12:00,2026-04-03 23:40:00,2026-04-03 23:45:00,B30 A,86.0
2026-04-03,SN2184,2026-04-03 11:30:00,2026-04-03 11:24:00,-6.0,2026-04-03 11:34:00,2026-04-03 11:28:00,2026-04-03 11:50:00,2026-04-03 12:03:00,B29 A,20.0
2026-04-03,SN2258,2026-04-03 16:25:00,2026-04-03 16:20:00,-5.0,2026-04-03 16:31:00,2026-04-03 16:26:00,2026-04-03 16:48:00,2026-04-03 16:49:00,A47 ,32.0
2026-04-03,SN2260,2026-04-03 22:45:00,2026-04-03 22:48:00,3.0,2026-04-03 22:53:00,2026-04-03 22:56:00,2026-04-03 23:06:00,2026-04-03 23:08:00,A40 ,34.0
2026-04-03,SN2264,2026-04-04 02:10:00,2026-04-04 02:53:00,43.0,2026-04-04 03:18:00,2026-04-04 04:01:00,2026-04-04 04:19:00,2026-04-04 04:20:00,A47 ,3.0
2026-04-03,SN2284,2026-04-03 23:05:00,2026-04-03 22:59:00,-6.0,2026-04-03 23:11:00,2026-04-03 23:05:00,2026-04-03 23:26:00,2026-04-03 23:28:00,A56 ,32.0
2026-04-03,SN229,2026-04-03 08:00:00,2026-04-03 09:14:00,74.0,2026-04-03 08:06:00,2026-04-03 09:20:00,2026-04-03 09:41:00,2026-04-03 10:22:00,B14 A,144.0
2026-04-03,SN2292,2026-04-03 18:05:00,2026-04-03 17:53:00,-12.0,2026-04-03 18:08:00,2026-04-03 17:56:00,2026-04-03 18:12:00,2026-04-03 18:14:00,A46 ,44.0
2026-04-03,SN2294,2026-04-03 22:50:00,2026-04-03 22:28:00,-22.0,2026-04-03 22:57:00,2026-04-03 22:35:00,2026-04-03 22:47:00,2026-04-03 22:49:00,A64 ,41.0
2026-04-03,SN2318,2026-04-03 23:00:00,2026-04-03 22:51:00,-9.0,2026-04-03 23:04:00,2026-04-03 22:55:00,2026-04-03 23:14:00,2026-04-03 23:16:00,A46 ,29.0
2026-04-03,SN2324,2026-04-03 11:40:00,2026-04-03 11:35:00,-5.0,2026-04-03 11:43:00,2026-04-03 11:38:00,2026-04-03 12:05:00,2026-04-03 12:07:00,A48 ,13.0
2026-04-03,SN2372,2026-04-03 20:50:00,2026-04-03 20:29:00,-21.0,2026-04-03 20:58:00,2026-04-03 20:37:00,2026-04-03 20:52:00,2026-04-03 20:53:00,A54 ,29.0
2026-04-03,SN2548,2026-04-03 20:20:00,2026-04-03 20:53:00,33.0,2026-04-03 20:26:00,2026-04-03 20:59:00,2026-04-03 21:10:00,2026-04-03 21:12:00,A40 ,43.0
2026-04-03,SN2556,2026-04-03 23:10:00,2026-04-03 23:04:00,-6.0,2026-04-03 23:14:00,2026-04-03 23:08:00,2026-04-03 23:25:00,2026-04-03 23:26:00,A60 ,27.0
2026-04-03,SN2580,2026-04-03 12:55:00,2026-04-03 12:30:00,-25.0,2026-04-03 13:10:00,2026-04-03 12:45:00,2026-04-03 13:03:00,2026-04-03 13:05:00,A42 ,38.0
2026-04-03,SN2582,2026-04-03 16:05:00,2026-04-03 16:05:00,0.0,2026-04-03 16:10:00,2026-04-03 16:10:00,2026-04-03 16:30:00,2026-04-03 16:32:00,A60 ,62.0
2026-04-03,SN2588,2026-04-03 23:10:00,2026-04-03 23:15:00,5.0,2026-04-03 23:20:00,2026-04-03 23:25:00,2026-04-03 23:36:00,2026-04-03 23:37:00,A68 ,18.0
2026-04-03,SN2590,2026-04-04 01:15:00,2026-04-04 01:42:00,27.0,2026-04-04 01:19:00,2026-04-04 01:46:00,2026-04-04 02:02:00,2026-04-04 02:03:00,A50 ,5.0
2026-04-03,SN2608,2026-04-03 13:10:00,2026-04-03 13:08:00,-2.0,2026-04-03 13:27:00,2026-04-03 13:25:00,2026-04-03 13:52:00,2026-04-03 13:55:00,A50 ,48.0
2026-04-03,SN2612,2026-04-03 16:40:00,2026-04-03 16:23:00,-17.0,2026-04-03 16:45:00,2026-04-03 16:28:00,2026-04-03 16:42:00,2026-04-03 16:44:00,A55 ,47.0
2026-04-03,SN2614,2026-04-03 20:30:00,2026-04-03 20:18:00,-12.0,2026-04-03 20:36:00,2026-04-03 20:24:00,2026-04-03 20:38:00,2026-04-03 20:40:00,A62 ,41.0
2026-04-03,SN2616,2026-04-03 23:40:00,2026-04-03 23:24:00,-16.0,2026-04-03 23:45:00,2026-04-03 23:29:00,2026-04-03 23:40:00,2026-04-03 23:45:00,A47 ,33.0
2026-04-03,SN2618,2026-04-04 01:35:00,2026-04-04 01:37:00,2.0,2026-04-04 01:40:00,2026-04-04 01:42:00,2026-04-04 02:03:00,2026-04-04 02:05:00,A47 ,76.0
2026-04-03,SN2624,2026-04-03 15:50:00,2026-04-03 15:42:00,-8.0,2026-04-03 15:55:00,2026-04-03 15:47:00,2026-04-03 16:00:00,2026-04-03 16:01:00,A45 ,14.0
2026-04-03,SN2630,2026-04-03 11:15:00,2026-04-03 11:11:00,-4.0,2026-04-03 11:18:00,2026-04-03 11:14:00,2026-04-03 12:29:00,2026-04-03 12:30:00,A50 ,3.0
2026-04-03,SN2644,2026-04-03 16:10:00,2026-04-03 15:57:00,-13.0,2026-04-03 16:13:00,2026-04-03 16:00:00,2026-04-03 16:18:00,2026-04-03 16:20:00,A44 ,67.0
2026-04-03,SN2646,2026-04-03 19:15:00,2026-04-03 19:22:00,7.0,2026-04-03 19:18:00,2026-04-03 19:25:00,2026-04-03 19:37:00,2026-04-03 19:40:00,A44 ,43.0
2026-04-03,SN2648,2026-04-03 20:15:00,2026-04-03 20:22:00,7.0,2026-04-03 20:23:00,2026-04-03 20:30:00,2026-04-03 20:46:00,2026-04-03 20:49:00,A46 ,94.0
2026-04-03,SN2650,2026-04-03 22:55:00,2026-04-03 23:01:00,6.0,2026-04-03 23:01:00,2026-04-03 23:07:00,2026-04-03 23:28:00,2026-04-03 23:31:00,A48 ,43.0
2026-04-03,SN2652,2026-04-04 02:10:00,2026-04-04 02:03:00,-7.0,2026-04-04 02:13:00,2026-04-04 02:06:00,2026-04-04 02:21:00,2026-04-04 02:23:00,A60 ,18.0
2026-04-03,SN2714,2026-04-03 15:45:00,2026-04-03 15:53:00,8.0,2026-04-03 15:48:00,2026-04-03 15:56:00,2026-04-03 16:28:00,2026-04-03 16:30:00,A46 ,60.0
2026-04-03,SN2722,2026-04-03 21:30:00,2026-04-03 21:32:00,2.0,2026-04-03 21:38:00,2026-04-03 21:40:00,2026-04-03 22:01:00,2026-04-03 22:05:00,A44 ,80.0
2026-04-03,SN2724,2026-04-04 01:30:00,2026-04-04 01:39:00,9.0,2026-04-04 01:34:00,2026-04-04 01:43:00,2026-04-04 02:06:00,2026-04-04 02:08:00,A66 ,61.0
2026-04-03,SN2726,2026-04-03 11:20:00,2026-04-03 11:12:00,-8.0,2026-04-03 11:27:00,2026-04-03 11:19:00,2026-04-03 11:48:00,2026-04-03 11:49:00,A42 ,15.0
2026-04-03,SN2730,2026-04-03 13:15:00,2026-04-03 13:37:00,22.0,2026-04-03 13:24:00,2026-04-03 13:46:00,2026-04-03 14:05:00,2026-04-03 14:07:00,A40 ,38.0
2026-04-03,SN278,2026-04-03 08:40:00,2026-04-03 08:24:00,-16.0,2026-04-03 08:43:00,2026-04-03 08:27:00,2026-04-03 08:40:00,2026-04-03 09:10:00,B37 A,123.0
2026-04-03,SN2810,2026-04-03 16:20:00,2026-04-03 16:11:00,-9.0,2026-04-03 16:24:00,2026-04-03 16:15:00,2026-04-03 16:30:00,2026-04-03 16:33:00,A56 ,23.0
2026-04-03,SN2812,2026-04-03 23:15:00,2026-04-03 23:32:00,17.0,2026-04-03 23:24:00,2026-04-03 23:41:00,2026-04-04 00:03:00,2026-04-04 00:06:00,A50 ,73.0
2026-04-03,SN2814,2026-04-04 01:45:00,2026-04-04 01:35:00,-10.0,2026-04-04 01:48:00,2026-04-04 01:38:00,2026-04-04 01:56:00,2026-04-04 01:57:00,A62 ,3.0
2026-04-03,SN2816,2026-04-03 11:20:00,2026-04-03 11:09:00,-11.0,2026-04-03 11:24:00,2026-04-03 11:13:00,2026-04-03 11:31:00,2026-04-03 11:36:00,A56 ,42.0
2026-04-03,SN2824,2026-04-03 17:05:00,2026-04-03 18:12:00,67.0,2026-04-03 17:09:00,2026-04-03 18:16:00,2026-04-03 18:32:00,2026-04-03 18:34:00,A48 ,55.0
2026-04-03,SN2826,2026-04-03 23:05:00,2026-04-03 23:26:00,21.0,2026-04-03 23:12:00,2026-04-03 23:33:00,2026-04-03 23:46:00,2026-04-03 23:49:00,A44 ,36.0
2026-04-03,SN2830,2026-04-03 11:35:00,2026-04-03 11:29:00,-6.0,2026-04-03 11:39:00,2026-04-03 11:33:00,2026-04-03 11:58:00,2026-04-03 12:01:00,A47 ,15.0
2026-04-03,SN2900,2026-04-03 07:35:00,2026-04-03 07:21:00,-14.0,2026-04-03 07:39:00,2026-04-03 07:25:00,2026-04-03 07:38:00,2026-04-03 07:53:00,B38 A,55.0
2026-04-03,SN2906,2026-04-03 22:55:00,2026-04-03 22:38:00,-17.0,2026-04-03 23:02:00,2026-04-03 22:45:00,2026-04-03 22:56:00,2026-04-03 22:57:00,A54 ,26.0
2026-04-03,SN2908,2026-04-04 01:50:00,2026-04-04 02:05:00,15.0,2026-04-04 01:53:00,2026-04-04 02:08:00,2026-04-04 02:16:00,2026-04-04 02:17:00,A48 ,9.0
2026-04-03,SN3126,2026-04-03 21:00:00,2026-04-03 20:55:00,-5.0,2026-04-03 21:08:00,2026-04-03 21:03:00,2026-04-03 21:31:00,2026-04-03 21:35:00,A48 ,68.0
2026-04-03,SN3146,2026-04-03 14:00:00,2026-04-03 13:51:00,-9.0,2026-04-03 14:12:00,2026-04-03 14:03:00,2026-04-03 14:19:00,2026-04-03 14:20:00,A52 ,19.0
2026-04-03,SN3148,2026-04-03 17:45:00,2026-04-03 17:35:00,-10.0,2026-04-03 17:49:00,2026-04-03 17:39:00,2026-04-03 17:59:00,2026-04-03 18:01:00,A54 ,36.0
2026-04-03,SN3154,2026-04-03 13:10:00,2026-04-03 13:05:00,-5.0,2026-04-03 13:20:00,2026-04-03 13:15:00,2026-04-03 13:32:00,2026-04-03 13:34:00,A48 ,33.0
2026-04-03,SN3160,2026-04-04 02:15:00,2026-04-04 02:25:00,10.0,2026-04-04 02:18:00,2026-04-04 02:28:00,2026-04-04 02:46:00,2026-04-04 02:48:00,A64 ,21.0
2026-04-03,SN3176,2026-04-03 15:25:00,2026-04-03 15:39:00,14.0,2026-04-03 15:29:00,2026-04-03 15:43:00,2026-04-03 16:10:00,2026-04-03 16:13:00,A48 ,87.0
2026-04-03,SN3182,2026-04-03 23:20:00,2026-04-03 23:34:00,14.0,2026-04-03 23:29:00,2026-04-03 23:43:00,2026-04-04 00:06:00,2026-04-04 00:07:00,A58 ,42.0
2026-04-03,SN3184,2026-04-04 02:15:00,2026-04-04 02:15:00,0.0,2026-04-04 02:22:00,2026-04-04 02:22:00,2026-04-04 02:40:00,2026-04-04 02:43:00,A49 ,97.0
2026-04-03,SN3202,2026-04-03 17:20:00,2026-04-03 17:11:00,-9.0,2026-04-03 17:24:00,2026-04-03 17:15:00,2026-04-03 17:38:00,2026-04-03 17:41:00,A42 ,70.0
2026-04-03,SN3208,2026-04-03 11:40:00,2026-04-03 11:30:00,-10.0,2026-04-03 11:44:00,2026-04-03 11:34:00,2026-04-03 12:03:00,2026-04-03 12:05:00,A54 ,41.0
2026-04-03,SN3246,2026-04-03 20:50:00,2026-04-03 21:16:00,26.0,2026-04-03 20:54:00,2026-04-03 21:20:00,2026-04-03 21:41:00,2026-04-03 21:44:00,A61 ,79.0
2026-04-03,SN3588,2026-04-03 17:35:00,2026-04-03 17:40:00,5.0,2026-04-03 17:39:00,2026-04-03 17:44:00,2026-04-03 18:09:00,2026-04-03 18:11:00,A58 ,35.0
2026-04-03,SN3594,2026-04-03 11:30:00,2026-04-03 11:27:00,-3.0,2026-04-03 11:34:00,2026-04-03 11:31:00,2026-04-03 12:20:00,2026-04-03 12:21:00,A46 ,1.0
2026-04-03,SN3598,2026-04-03 18:15:00,2026-04-03 18:16:00,1.0,2026-04-03 18:19:00,2026-04-03 18:20:00,2026-04-03 18:36:00,2026-04-03 18:39:00,A63 ,63.0
2026-04-03,SN3604,2026-04-03 11:25:00,2026-04-03 11:22:00,-3.0,2026-04-03 11:31:00,2026-04-03 11:28:00,2026-04-03 11:43:00,2026-04-03 11:45:00,A43 ,16.0
2026-04-03,SN3618,2026-04-03 18:30:00,2026-04-03 18:44:00,14.0,2026-04-03 18:35:00,2026-04-03 18:49:00,2026-04-03 19:07:00,2026-04-03 19:10:00,A65 ,67.0
2026-04-03,SN3622,2026-04-03 21:10:00,2026-04-03 21:35:00,25.0,2026-04-03 21:13:00,2026-04-03 21:38:00,2026-04-03 21:58:00,2026-04-03 22:00:00,A58 ,28.0
2026-04-03,SN3632,2026-04-03 12:30:00,2026-04-03 12:27:00,-3.0,2026-04-03 12:47:00,2026-04-03 12:44:00,2026-04-03 13:03:00,2026-04-03 13:14:00,A44 ,4.0
2026-04-03,SN3634,2026-04-03 13:55:00,2026-04-03 14:03:00,8.0,2026-04-03 14:04:00,2026-04-03 14:12:00,2026-04-03 14:30:00,2026-04-03 14:40:00,A60 ,3.0
2026-04-03,SN3668,2026-04-03 16:50:00,2026-04-03 16:46:00,-4.0,2026-04-03 16:55:00,2026-04-03 16:51:00,2026-04-03 17:13:00,2026-04-03 17:15:00,A57 ,45.0
2026-04-03,SN3676,2026-04-03 11:35:00,2026-04-03 11:35:00,0.0,2026-04-03 11:41:00,2026-04-03 11:41:00,2026-04-03 12:12:00,2026-04-03 12:13:00,A45 ,15.0
2026-04-03,SN3698,2026-04-03 17:30:00,2026-04-03 18:09:00,39.0,2026-04-03 17:36:00,2026-04-03 18:15:00,2026-04-03 18:35:00,2026-04-03 18:37:00,A60 ,46.0
2026-04-03,SN3704,2026-04-03 20:15:00,2026-04-03 21:44:00,89.0,2026-04-03 20:18:00,2026-04-03 21:47:00,2026-04-03 22:10:00,2026-04-03 22:12:00,A50 ,96.0
2026-04-03,SN3706,2026-04-04 02:25:00,2026-04-04 02:44:00,19.0,2026-04-04 02:29:00,2026-04-04 02:48:00,2026-04-04 04:07:00,2026-04-04 04:12:00,A58 ,62.0
2026-04-03,SN3708,2026-04-03 10:40:00,2026-04-03 11:14:00,34.0,2026-04-03 10:44:00,2026-04-03 11:18:00,2026-04-03 11:45:00,2026-04-03 11:51:00,A52 ,38.0
2026-04-03,SN3712,2026-04-03 21:40:00,2026-04-03 21:47:00,7.0,2026-04-03 21:47:00,2026-04-03 21:54:00,2026-04-03 22:14:00,2026-04-03 22:15:00,A66 ,15.0
2026-04-03,SN3722,2026-04-03 17:55:00,2026-04-03 17:56:00,1.0,2026-04-03 17:59:00,2026-04-03 18:00:00,2026-04-03 18:18:00,2026-04-03 18:20:00,A40 ,20.0
2026-04-03,SN3728,2026-04-03 22:55:00,2026-04-03 23:13:00,18.0,2026-04-03 23:03:00,2026-04-03 23:21:00,2026-04-03 23:40:00,2026-04-03 23:42:00,A42 ,28.0
2026-04-03,SN3732,2026-04-03 11:35:00,2026-04-03 11:45:00,10.0,2026-04-03 11:38:00,2026-04-03 11:48:00,2026-04-03 12:01:00,2026-04-03 12:04:00,A40 ,9.0
2026-04-03,SN3734,2026-04-03 15:50:00,2026-04-03 15:59:00,9.0,2026-04-03 15:59:00,2026-04-03 16:08:00,2026-04-03 16:21:00,2026-04-03 16:22:00,A40 ,22.0
2026-04-03,SN3738,2026-04-04 02:10:00,2026-04-04 01:52:00,-18.0,2026-04-04 02:13:00,2026-04-04 01:55:00,2026-04-04 02:09:00,2026-04-04 02:11:00,A56 ,34.0
2026-04-03,SN3752,2026-04-03 17:35:00,2026-04-03 17:50:00,15.0,2026-04-03 17:39:00,2026-04-03 17:54:00,2026-04-03 18:21:00,2026-04-03 18:24:00,A61 ,67.0
2026-04-03,SN3772,2026-04-03 14:35:00,2026-04-03 14:34:00,-1.0,2026-04-03 14:43:00,2026-04-03 14:42:00,2026-04-03 14:57:00,2026-04-03 15:00:00,A42 ,39.0
2026-04-03,SN3774,2026-04-04 01:15:00,2026-04-04 01:16:00,1.0,2026-04-04 01:24:00,2026-04-04 01:25:00,2026-04-04 01:39:00,2026-04-04 01:41:00,A54 ,49.0
2026-04-03,SN3782,2026-04-04 02:30:00,2026-04-04 02:17:00,-13.0,2026-04-04 02:37:00,2026-04-04 02:24:00,2026-04-04 02:55:00,2026-04-04 04:11:00,A61 ,104.0
2026-04-03,SN379,2026-04-03 08:05:00,2026-04-03 08:34:00,29.0,2026-04-03 08:11:00,2026-04-03 08:40:00,2026-04-03 08:59:00,2026-04-03 09:27:00,B28 A,76.0
2026-04-03,SN3802,2026-04-03 19:00:00,2026-04-03 18:56:00,-4.0,2026-04-03 19:08:00,2026-04-03 19:04:00,2026-04-03 19:27:00,2026-04-03 19:30:00,A40 ,32.0
2026-04-03,SN3810,2026-04-03 23:10:00,2026-04-03 23:06:00,-4.0,2026-04-03 23:15:00,2026-04-03 23:11:00,2026-04-03 23:31:00,2026-04-03 23:34:00,A61 ,65.0
2026-04-03,SN3812,2026-04-03 19:15:00,2026-04-03 19:34:00,19.0,2026-04-03 19:21:00,2026-04-03 19:40:00,2026-04-03 20:00:00,2026-04-03 20:02:00,A43 ,35.0
2026-04-03,SN3816,2026-04-03 18:40:00,2026-04-03 18:50:00,10.0,2026-04-03 18:43:00,2026-04-03 18:53:00,2026-04-03 19:21:00,2026-04-03 19:24:00,A50 ,72.0
2026-04-03,SN3820,2026-04-04 02:40:00,2026-04-04 02:39:00,-1.0,2026-04-04 02:47:00,2026-04-04 02:46:00,2026-04-04 04:06:00,2026-04-04 04:09:00,A67 ,66.0
2026-04-03,SN465,2026-04-03 09:45:00,2026-04-03 10:12:00,27.0,2026-04-03 09:52:00,2026-04-03 10:19:00,2026-04-03 10:45:00,2026-04-03 11:00:00,B28 A,78.0
2026-04-03,SN502,2026-04-03 10:40:00,2026-04-03 10:55:00,15.0,2026-04-03 10:46:00,2026-04-03 11:01:00,2026-04-03 11:13:00,2026-04-03 11:41:00,B30 A,116.0
2026-04-03,SN516,2026-04-03 10:25:00,2026-04-03 09:50:00,-35.0,2026-04-03 10:30:00,2026-04-03 09:55:00,2026-04-03 10:08:00,2026-04-03 10:23:00,B29 A,21.0
2026-04-03,TB1012,2026-04-03 15:40:00,2026-04-04 00:49:00,549.0,2026-04-03 15:45:00,2026-04-04 00:54:00,2026-04-04 01:08:00,2026-04-04 01:10:00,A53 ,37.0
2026-04-03,TB1014,2026-04-04 00:20:00,2026-04-04 01:31:00,71.0,2026-04-04 00:26:00,2026-04-04 01:37:00,2026-04-04 01:57:00,2026-04-04 02:01:00,A69 ,138.0
2026-04-03,TB1114,2026-04-04 00:20:00,2026-04-04 00:25:00,5.0,2026-04-04 00:26:00,2026-04-04 00:31:00,2026-04-04 00:56:00,2026-04-04 01:00:00,A55 ,99.0
2026-04-03,TB1419,2026-04-03 17:05:00,2026-04-03 17:33:00,28.0,2026-04-03 17:11:00,2026-04-03 17:39:00,2026-04-03 17:58:00,2026-04-03 18:01:00,A67 ,46.0
2026-04-03,TB1552,2026-04-04 01:25:00,2026-04-04 01:29:00,4.0,2026-04-04 01:31:00,2026-04-04 01:35:00,2026-04-04 01:48:00,2026-04-04 01:52:00,A63 ,88.0
2026-04-03,TB1754,2026-04-04 02:25:00,2026-04-04 02:31:00,6.0,2026-04-04 02:34:00,2026-04-04 02:40:00,2026-04-04 04:02:00,2026-04-04 04:06:00,A65 ,127.0
2026-04-03,TB1912,2026-04-04 00:50:00,2026-04-04 00:23:00,-27.0,2026-04-04 00:57:00,2026-04-04 00:30:00,2026-04-04 00:48:00,2026-04-04 00:51:00,A51 ,111.0
2026-04-03,TB2042,2026-04-03 22:10:00,2026-04-03 22:02:00,-8.0,2026-04-03 22:14:00,2026-04-03 22:06:00,2026-04-03 22:25:00,2026-04-03 22:30:00,B9  A,136.0
2026-04-03,TB2582,2026-04-03 17:20:00,2026-04-03 17:44:00,24.0,2026-04-03 17:24:00,2026-04-03 17:48:00,2026-04-03 18:07:00,2026-04-03 18:09:00,B27 A,65.0
2026-04-03,TB3012,2026-04-03 21:30:00,2026-04-03 21:33:00,3.0,2026-04-03 21:35:00,2026-04-03 21:38:00,2026-04-03 21:55:00,2026-04-03 22:07:00,B7  A,180.0
2026-04-03,TB3102,2026-04-03 21:25:00,2026-04-03 21:37:00,12.0,2026-04-03 21:29:00,2026-04-03 21:41:00,2026-04-03 21:59:00,2026-04-03 22:07:00,B38 A,112.0
2026-04-03,TG934,2026-04-03 10:15:00,2026-04-03 09:57:00,-18.0,2026-04-03 10:19:00,2026-04-03 10:01:00,2026-04-03 10:17:00,2026-04-03 10:52:00,B37 A,269.0
2026-04-03,TK1937,2026-04-03 13:10:00,2026-04-03 12:54:00,-16.0,2026-04-03 13:29:00,2026-04-03 13:13:00,2026-04-03 13:44:00,2026-04-03 13:46:00,B29 A,141.0
2026-04-03,TK1939,2026-04-03 20:50:00,2026-04-03 20:51:00,1.0,2026-04-03 20:57:00,2026-04-03 20:58:00,2026-04-03 21:17:00,2026-04-03 21:26:00,B28 A,110.0
2026-04-03,TK1941,2026-04-04 00:25:00,2026-04-04 00:44:00,19.0,2026-04-04 00:32:00,2026-04-04 00:51:00,2026-04-04 01:03:00,2026-04-04 01:12:00,B7  A,176.0
2026-04-03,TK1943,2026-04-03 16:25:00,2026-04-03 16:08:00,-17.0,2026-04-03 16:32:00,2026-04-03 16:15:00,2026-04-03 16:23:00,2026-04-03 16:35:00,B9  A,101.0
2026-04-03,TK1945,2026-04-03 18:15:00,2026-04-03 18:01:00,-14.0,2026-04-03 18:19:00,2026-04-03 18:05:00,2026-04-03 18:19:00,2026-04-03 18:24:00,B7  A,115.0
2026-04-03,TP640,2026-04-03 14:00:00,2026-04-03 14:01:00,1.0,2026-04-03 14:07:00,2026-04-03 14:08:00,2026-04-03 14:19:00,2026-04-03 14:26:00,A47 ,72.0
2026-04-03,TP642,2026-04-03 18:05:00,2026-04-03 18:36:00,31.0,2026-04-03 18:10:00,2026-04-03 18:41:00,2026-04-03 18:51:00,2026-04-03 19:05:00,A59 ,107.0
2026-04-03,TP644,2026-04-03 23:05:00,2026-04-03 23:02:00,-3.0,2026-04-03 23:12:00,2026-04-03 23:09:00,2026-04-03 23:24:00,2026-04-03 23:29:00,A51 ,69.0
2026-04-03,TP646,2026-04-04 02:55:00,2026-04-04 04:01:00,66.0,2026-04-04 03:02:00,2026-04-04 04:08:00,2026-04-04 04:22:00,2026-04-04 04:28:00,A53 ,84.0
2026-04-03,TU954,2026-04-03 15:20:00,2026-04-03 16:00:00,40.0,2026-04-03 15:26:00,2026-04-03 16:06:00,2026-04-03 16:24:00,2026-04-03 16:30:00,B7  A,102.0
2026-04-03,UA950,2026-04-03 10:15:00,2026-04-03 09:53:00,-22.0,2026-04-03 10:20:00,2026-04-03 09:58:00,2026-04-03 10:24:00,2026-04-03 10:51:00,B40 A,188.0
2026-04-03,UA972,2026-04-03 12:00:00,2026-04-03 11:33:00,-27.0,2026-04-03 12:06:00,2026-04-03 11:39:00,2026-04-03 11:58:00,2026-04-03 12:28:00,B40 A,91.0
2026-04-03,UA994,2026-04-03 10:45:00,2026-04-03 09:55:00,-50.0,2026-04-03 10:51:00,2026-04-03 10:01:00,2026-04-03 10:18:00,2026-04-03 10:42:00,B38 A,177.0
2026-04-03,UX1171,2026-04-03 12:45:00,2026-04-03 13:10:00,25.0,2026-04-03 12:58:00,2026-04-03 13:23:00,2026-04-03 13:41:00,2026-04-03 13:46:00,A56 ,85.0
