Date,Flight,Scheduled Time,E/A Time,Delay,Scheduled Ha Block,Ha Block,From,To,Gate Nr.,Local Total
2026-04-06,SK4745,2026-04-07 02:30:00,2026-04-07 02:43:00,13.0,2026-04-07 02:34:00,2026-04-07 02:47:00,2026-04-07 03:00:00,2026-04-07 03:03:00,A51 ,67.0
2026-04-06,SK589,2026-04-06 16:15:00,2026-04-06 15:49:00,-26.0,2026-04-06 16:25:00,2026-04-06 15:59:00,2026-04-06 16:08:00,2026-04-06 16:10:00,A43 ,42.0
2026-04-06,SK593,2026-04-06 15:40:00,2026-04-06 15:21:00,-19.0,2026-04-06 15:48:00,2026-04-06 15:29:00,2026-04-06 15:38:00,2026-04-06 15:39:00,A51 ,10.0
2026-04-06,SN204,2026-04-06 11:00:00,2026-04-06 11:01:00,1.0,2026-04-06 11:05:00,2026-04-06 11:06:00,2026-04-06 11:24:00,2026-04-06 11:53:00,B30 A,195.0
2026-04-06,SN2096,2026-04-07 02:00:00,2026-04-07 02:33:00,33.0,2026-04-07 02:03:00,2026-04-07 02:36:00,2026-04-07 02:57:00,2026-04-07 02:59:00,B34 A,59.0
2026-04-06,SN2104,2026-04-06 14:55:00,2026-04-06 14:45:00,-10.0,2026-04-06 14:59:00,2026-04-06 14:49:00,2026-04-06 15:22:00,2026-04-06 15:23:00,B11 A,9.0
2026-04-06,SN2174,2026-04-06 19:30:00,2026-04-06 19:33:00,3.0,2026-04-06 19:34:00,2026-04-06 19:37:00,2026-04-06 19:52:00,2026-04-06 19:57:00,B29 A,57.0
2026-04-06,SN2184,2026-04-06 14:30:00,2026-04-06 14:24:00,-6.0,2026-04-06 14:35:00,2026-04-06 14:29:00,2026-04-06 14:52:00,2026-04-06 14:53:00,B7  A,13.0
2026-04-06,SN2258,2026-04-06 19:25:00,2026-04-06 19:30:00,5.0,2026-04-06 19:32:00,2026-04-06 19:37:00,2026-04-06 19:49:00,2026-04-06 19:52:00,A40 ,43.0
2026-04-06,SN2260,2026-04-07 01:45:00,2026-04-07 03:04:00,79.0,2026-04-07 01:50:00,2026-04-07 03:09:00,2026-04-07 03:32:00,2026-04-07 03:35:00,A62 ,60.0
2026-04-06,SN2268,2026-04-06 14:25:00,2026-04-06 14:05:00,-20.0,2026-04-06 14:29:00,2026-04-06 14:09:00,2026-04-06 14:26:00,2026-04-06 14:28:00,A54 ,8.0
2026-04-06,SN2284,2026-04-07 02:05:00,2026-04-07 02:03:00,-2.0,2026-04-07 02:08:00,2026-04-07 02:06:00,2026-04-07 02:24:00,2026-04-07 02:28:00,A67 ,42.0
2026-04-06,SN2288,2026-04-06 14:45:00,2026-04-06 14:26:00,-19.0,2026-04-06 14:50:00,2026-04-06 14:31:00,2026-04-06 14:49:00,2026-04-06 14:51:00,A53 ,3.0
2026-04-06,SN2292,2026-04-06 21:05:00,2026-04-06 21:06:00,1.0,2026-04-06 21:08:00,2026-04-06 21:09:00,2026-04-06 21:20:00,2026-04-06 21:22:00,A48 ,44.0
2026-04-06,SN2294,2026-04-07 01:50:00,2026-04-07 01:46:00,-4.0,2026-04-07 01:55:00,2026-04-07 01:51:00,2026-04-07 02:02:00,2026-04-07 02:05:00,A58 ,34.0
2026-04-06,SN2318,2026-04-07 02:00:00,2026-04-07 04:02:00,122.0,2026-04-07 02:04:00,2026-04-07 04:06:00,2026-04-07 04:38:00,2026-04-07 04:41:00,A66 ,73.0
2026-04-06,SN2372,2026-04-06 23:50:00,2026-04-06 23:37:00,-13.0,2026-04-06 23:54:00,2026-04-06 23:41:00,2026-04-06 23:59:00,2026-04-07 00:03:00,A42 ,53.0
2026-04-06,SN241,2026-04-06 11:50:00,2026-04-06 11:54:00,4.0,2026-04-06 11:54:00,2026-04-06 11:58:00,2026-04-06 12:17:00,2026-04-06 12:43:00,B37 A,32.0
2026-04-06,SN2548,2026-04-07 01:10:00,2026-04-07 01:02:00,-8.0,2026-04-07 01:13:00,2026-04-07 01:05:00,2026-04-07 01:22:00,2026-04-07 01:24:00,A48 ,52.0
2026-04-06,SN2556,2026-04-07 02:10:00,2026-04-07 02:10:00,0.0,2026-04-07 02:14:00,2026-04-07 02:14:00,2026-04-07 02:25:00,2026-04-07 02:27:00,A45 ,23.0
2026-04-06,SN2582,2026-04-06 19:05:00,2026-04-06 19:25:00,20.0,2026-04-06 19:08:00,2026-04-06 19:28:00,2026-04-06 19:51:00,2026-04-06 19:53:00,A52 ,63.0
2026-04-06,SN2588,2026-04-07 02:10:00,2026-04-07 02:25:00,15.0,2026-04-07 02:14:00,2026-04-07 02:29:00,2026-04-07 02:40:00,2026-04-07 02:44:00,A64 ,72.0
2026-04-06,SN2592,2026-04-06 14:20:00,2026-04-06 14:01:00,-19.0,2026-04-06 14:28:00,2026-04-06 14:09:00,2026-04-06 14:27:00,2026-04-06 14:29:00,A44 ,2.0
2026-04-06,SN2608,2026-04-06 16:10:00,2026-04-06 15:55:00,-15.0,2026-04-06 16:16:00,2026-04-06 16:01:00,2026-04-06 16:24:00,2026-04-06 16:27:00,A42 ,32.0
2026-04-06,SN2610,2026-04-06 18:45:00,2026-04-06 18:23:00,-22.0,2026-04-06 18:53:00,2026-04-06 18:31:00,2026-04-06 18:47:00,2026-04-06 18:49:00,A46 ,35.0
2026-04-06,SN2612,2026-04-06 19:40:00,2026-04-06 19:23:00,-17.0,2026-04-06 19:46:00,2026-04-06 19:29:00,2026-04-06 19:39:00,2026-04-06 19:40:00,A60 ,27.0
2026-04-06,SN2614,2026-04-06 23:30:00,2026-04-06 23:31:00,1.0,2026-04-06 23:33:00,2026-04-06 23:34:00,2026-04-06 23:48:00,2026-04-06 23:52:00,A56 ,17.0
2026-04-06,SN2618,2026-04-07 04:35:00,2026-04-07 04:34:00,-1.0,2026-04-07 04:38:00,2026-04-07 04:37:00,2026-04-07 04:48:00,2026-04-07 04:49:00,A60 ,22.0
2026-04-06,SN2624,2026-04-06 18:50:00,2026-04-06 18:27:00,-23.0,2026-04-06 18:59:00,2026-04-06 18:36:00,2026-04-06 18:46:00,2026-04-06 18:49:00,A54 ,29.0
2026-04-06,SN2644,2026-04-06 19:10:00,2026-04-06 19:04:00,-6.0,2026-04-06 19:13:00,2026-04-06 19:07:00,2026-04-06 19:26:00,2026-04-06 19:29:00,A50 ,44.0
2026-04-06,SN2650,2026-04-07 01:55:00,2026-04-07 01:58:00,3.0,2026-04-07 02:01:00,2026-04-07 02:04:00,2026-04-07 02:21:00,2026-04-07 02:26:00,A42 ,47.0
2026-04-06,SN2714,2026-04-06 18:45:00,2026-04-06 18:37:00,-8.0,2026-04-06 18:53:00,2026-04-06 18:45:00,2026-04-06 19:07:00,2026-04-06 19:09:00,A44 ,41.0
2026-04-06,SN2722,2026-04-07 00:30:00,2026-04-07 00:46:00,16.0,2026-04-07 00:33:00,2026-04-07 00:49:00,2026-04-07 01:14:00,2026-04-07 01:18:00,A54 ,63.0
2026-04-06,SN2724,2026-04-07 04:30:00,2026-04-07 04:30:00,0.0,2026-04-07 04:34:00,2026-04-07 04:34:00,2026-04-07 04:54:00,2026-04-07 04:57:00,A44 ,87.0
2026-04-06,SN2726,2026-04-06 14:20:00,2026-04-06 14:15:00,-5.0,2026-04-06 14:23:00,2026-04-06 14:18:00,2026-04-06 14:47:00,2026-04-06 14:50:00,A50 ,20.0
2026-04-06,SN2730,2026-04-06 16:15:00,2026-04-06 16:09:00,-6.0,2026-04-06 16:22:00,2026-04-06 16:16:00,2026-04-06 16:33:00,2026-04-06 16:35:00,A44 ,8.0
2026-04-06,SN2732,2026-04-07 03:30:00,2026-04-07 03:30:00,0.0,2026-04-07 03:34:00,2026-04-07 03:34:00,2026-04-07 03:51:00,2026-04-07 03:53:00,A46 ,35.0
2026-04-06,SN2810,2026-04-06 19:20:00,2026-04-06 19:12:00,-8.0,2026-04-06 19:28:00,2026-04-06 19:20:00,2026-04-06 19:40:00,2026-04-06 19:42:00,A56 ,40.0
2026-04-06,SN2812,2026-04-07 02:15:00,2026-04-07 02:06:00,-9.0,2026-04-07 02:18:00,2026-04-07 02:09:00,2026-04-07 02:21:00,2026-04-07 02:25:00,A69 ,51.0
2026-04-06,SN2816,2026-04-06 14:20:00,2026-04-06 13:54:00,-26.0,2026-04-06 14:23:00,2026-04-06 13:57:00,2026-04-06 14:15:00,2026-04-06 14:16:00,A40 ,1.0
2026-04-06,SN2902,2026-04-06 17:05:00,2026-04-06 17:00:00,-5.0,2026-04-06 17:14:00,2026-04-06 17:09:00,2026-04-06 17:20:00,2026-04-06 17:22:00,A54 ,23.0
2026-04-06,SN2906,2026-04-07 01:55:00,2026-04-07 01:54:00,-1.0,2026-04-07 01:58:00,2026-04-07 01:57:00,2026-04-07 02:11:00,2026-04-07 02:15:00,A57 ,59.0
2026-04-06,SN2908,2026-04-07 04:50:00,2026-04-07 04:51:00,1.0,2026-04-07 04:55:00,2026-04-07 04:56:00,2026-04-07 05:15:00,2026-04-07 05:17:00,A67 ,45.0
2026-04-06,SN3126,2026-04-07 00:00:00,2026-04-06 23:50:00,-10.0,2026-04-07 00:03:00,2026-04-06 23:53:00,2026-04-07 00:04:00,2026-04-07 00:05:00,A50 ,31.0
2026-04-06,SN3140,2026-04-06 19:40:00,2026-04-06 19:28:00,-12.0,2026-04-06 19:44:00,2026-04-06 19:32:00,2026-04-06 19:46:00,2026-04-06 19:54:00,A62 ,36.0
2026-04-06,SN3146,2026-04-06 17:00:00,2026-04-06 16:55:00,-5.0,2026-04-06 17:09:00,2026-04-06 17:04:00,2026-04-06 17:18:00,2026-04-06 17:20:00,A40 ,24.0
2026-04-06,SN3148,2026-04-06 20:45:00,2026-04-06 20:42:00,-3.0,2026-04-06 20:52:00,2026-04-06 20:49:00,2026-04-06 21:05:00,2026-04-06 21:08:00,A58 ,53.0
2026-04-06,SN3150,2026-04-07 02:20:00,2026-04-07 02:27:00,7.0,2026-04-07 02:24:00,2026-04-07 02:31:00,2026-04-07 02:48:00,2026-04-07 02:50:00,A68 ,62.0
2026-04-06,SN3154,2026-04-06 16:10:00,2026-04-06 16:05:00,-5.0,2026-04-06 16:18:00,2026-04-06 16:13:00,2026-04-06 16:31:00,2026-04-06 16:32:00,A50 ,9.0
2026-04-06,SN3160,2026-04-07 05:15:00,2026-04-07 05:09:00,-6.0,2026-04-07 05:18:00,2026-04-07 05:12:00,2026-04-07 05:34:00,2026-04-07 05:37:00,A64 ,56.0
2026-04-06,SN3170,2026-04-06 21:20:00,2026-04-06 21:19:00,-1.0,2026-04-06 21:23:00,2026-04-06 21:22:00,2026-04-06 21:42:00,2026-04-06 21:45:00,A44 ,46.0
2026-04-06,SN3176,2026-04-06 18:25:00,2026-04-06 18:40:00,15.0,2026-04-06 18:29:00,2026-04-06 18:44:00,2026-04-06 19:07:00,2026-04-06 19:10:00,A42 ,72.0
2026-04-06,SN3182,2026-04-07 02:20:00,2026-04-07 02:29:00,9.0,2026-04-07 02:23:00,2026-04-07 02:32:00,2026-04-07 02:56:00,2026-04-07 02:59:00,A47 ,55.0
2026-04-06,SN3184,2026-04-07 05:15:00,2026-04-07 05:14:00,-1.0,2026-04-07 05:18:00,2026-04-07 05:17:00,2026-04-07 05:44:00,2026-04-07 05:47:00,A62 ,86.0
2026-04-06,SN3202,2026-04-06 20:20:00,2026-04-06 20:04:00,-16.0,2026-04-06 20:23:00,2026-04-06 20:07:00,2026-04-06 20:29:00,2026-04-06 20:32:00,A54 ,90.0
2026-04-06,SN3208,2026-04-06 14:40:00,2026-04-06 14:30:00,-10.0,2026-04-06 14:47:00,2026-04-06 14:37:00,2026-04-06 14:53:00,2026-04-06 14:54:00,A58 ,7.0
2026-04-06,SN3246,2026-04-06 23:50:00,2026-04-06 23:44:00,-6.0,2026-04-06 23:53:00,2026-04-06 23:47:00,2026-04-07 00:13:00,2026-04-07 00:17:00,A44 ,57.0
2026-04-06,SN3334,2026-04-06 07:35:00,2026-04-06 07:29:00,-6.0,2026-04-06 07:42:00,2026-04-06 07:36:00,2026-04-06 07:55:00,2026-04-06 08:03:00,B14 A,158.0
2026-04-06,SN3344,2026-04-07 02:15:00,2026-04-07 02:22:00,7.0,2026-04-07 02:19:00,2026-04-07 02:26:00,2026-04-07 02:45:00,2026-04-07 02:46:00,A43 ,29.0
2026-04-06,SN358,2026-04-06 12:15:00,2026-04-06 12:17:00,2.0,2026-04-06 12:21:00,2026-04-06 12:23:00,2026-04-06 12:43:00,2026-04-06 13:14:00,B28 A,176.0
2026-04-06,SN3588,2026-04-06 20:35:00,2026-04-06 20:26:00,-9.0,2026-04-06 20:39:00,2026-04-06 20:30:00,2026-04-06 20:53:00,2026-04-06 20:57:00,A61 ,35.0
2026-04-06,SN3594,2026-04-06 14:30:00,2026-04-06 14:29:00,-1.0,2026-04-06 14:33:00,2026-04-06 14:32:00,2026-04-06 14:51:00,2026-04-06 14:57:00,A56 ,3.0
2026-04-06,SN3598,2026-04-06 21:15:00,2026-04-06 20:52:00,-23.0,2026-04-06 21:18:00,2026-04-06 20:55:00,2026-04-06 21:09:00,2026-04-06 21:11:00,A60 ,48.0
2026-04-06,SN3604,2026-04-06 14:25:00,2026-04-06 14:20:00,-5.0,2026-04-06 14:29:00,2026-04-06 14:24:00,2026-04-06 14:40:00,2026-04-06 14:41:00,A48 ,8.0
2026-04-06,SN3618,2026-04-06 21:30:00,2026-04-06 21:23:00,-7.0,2026-04-06 21:33:00,2026-04-06 21:26:00,2026-04-06 21:36:00,2026-04-06 21:39:00,A56 ,54.0
2026-04-06,SN3632,2026-04-06 15:30:00,2026-04-06 15:25:00,-5.0,2026-04-06 15:34:00,2026-04-06 15:29:00,2026-04-06 15:47:00,2026-04-06 16:00:00,A60 ,2.0
2026-04-06,SN3634,2026-04-06 16:55:00,2026-04-06 16:58:00,3.0,2026-04-06 17:02:00,2026-04-06 17:05:00,2026-04-06 17:32:00,2026-04-06 17:33:00,A60 ,4.0
2026-04-06,SN3668,2026-04-06 19:50:00,2026-04-06 19:46:00,-4.0,2026-04-06 19:57:00,2026-04-06 19:53:00,2026-04-06 20:16:00,2026-04-06 20:18:00,A64 ,44.0
2026-04-06,SN3676,2026-04-06 14:35:00,2026-04-06 14:34:00,-1.0,2026-04-06 14:38:00,2026-04-06 14:37:00,2026-04-06 14:57:00,2026-04-06 14:58:00,A42 ,15.0
2026-04-06,SN3698,2026-04-06 20:30:00,2026-04-06 21:21:00,51.0,2026-04-06 20:34:00,2026-04-06 21:25:00,2026-04-06 21:44:00,2026-04-06 21:46:00,A50 ,28.0
2026-04-06,SN3704,2026-04-06 23:20:00,2026-04-06 23:39:00,19.0,2026-04-06 23:23:00,2026-04-06 23:42:00,2026-04-07 00:06:00,2026-04-07 00:09:00,A58 ,80.0
2026-04-06,SN3706,2026-04-07 05:25:00,2026-04-07 05:31:00,6.0,2026-04-07 05:31:00,2026-04-07 05:37:00,2026-04-07 05:59:00,2026-04-07 07:01:00,A56 ,63.0
2026-04-06,SN3708,2026-04-06 13:40:00,2026-04-06 13:28:00,-12.0,2026-04-06 13:48:00,2026-04-06 13:36:00,2026-04-06 13:53:00,2026-04-06 13:54:00,A60 ,15.0
2026-04-06,SN3712,2026-04-07 00:40:00,2026-04-07 01:07:00,27.0,2026-04-07 00:43:00,2026-04-07 01:10:00,2026-04-07 01:37:00,2026-04-07 01:41:00,A46 ,68.0
2026-04-06,SN3722,2026-04-06 20:55:00,2026-04-06 21:29:00,34.0,2026-04-06 20:59:00,2026-04-06 21:33:00,2026-04-06 21:54:00,2026-04-06 21:57:00,A40 ,72.0
2026-04-06,SN3728,2026-04-07 01:55:00,2026-04-07 01:55:00,0.0,2026-04-07 02:00:00,2026-04-07 02:00:00,2026-04-07 02:21:00,2026-04-07 02:24:00,A50 ,67.0
2026-04-06,SN3730,2026-04-07 05:10:00,2026-04-07 05:57:00,47.0,2026-04-07 06:15:00,2026-04-07 07:02:00,2026-04-07 07:25:00,2026-04-07 07:29:00,A58 ,75.0
2026-04-06,SN3732,2026-04-06 14:35:00,2026-04-06 14:37:00,2.0,2026-04-06 14:39:00,2026-04-06 14:41:00,2026-04-06 15:01:00,2026-04-06 15:02:00,A52 ,35.0
2026-04-06,SN3734,2026-04-06 18:50:00,2026-04-06 18:48:00,-2.0,2026-04-06 18:53:00,2026-04-06 18:51:00,2026-04-06 19:16:00,2026-04-06 19:18:00,A48 ,38.0
2026-04-06,SN3736,2026-04-07 00:25:00,2026-04-07 00:20:00,-5.0,2026-04-07 00:29:00,2026-04-07 00:24:00,2026-04-07 00:52:00,2026-04-07 00:55:00,A40 ,65.0
2026-04-06,SN3738,2026-04-07 05:10:00,2026-04-07 05:12:00,2.0,2026-04-07 05:13:00,2026-04-07 05:15:00,2026-04-07 05:32:00,2026-04-07 05:34:00,A50 ,55.0
2026-04-06,SN3740,2026-04-07 03:10:00,2026-04-07 03:06:00,-4.0,2026-04-07 03:17:00,2026-04-07 03:13:00,2026-04-07 03:35:00,2026-04-07 03:36:00,A52 ,62.0
2026-04-06,SN3752,2026-04-06 21:10:00,2026-04-06 21:33:00,23.0,2026-04-06 21:14:00,2026-04-06 21:37:00,2026-04-06 22:01:00,2026-04-06 22:04:00,A67 ,78.0
2026-04-06,SN3772,2026-04-06 17:35:00,2026-04-06 17:30:00,-5.0,2026-04-06 17:42:00,2026-04-06 17:37:00,2026-04-06 18:05:00,2026-04-06 18:07:00,A56 ,18.0
2026-04-06,SN3774,2026-04-07 04:15:00,2026-04-07 04:23:00,8.0,2026-04-07 04:20:00,2026-04-07 04:28:00,2026-04-07 04:55:00,2026-04-07 04:59:00,A61 ,41.0
2026-04-06,SN3780,2026-04-06 23:20:00,2026-04-06 22:49:00,-31.0,2026-04-06 23:23:00,2026-04-06 22:52:00,2026-04-06 23:10:00,2026-04-06 23:14:00,A48 ,11.0
2026-04-06,SN3802,2026-04-06 22:00:00,2026-04-06 21:55:00,-5.0,2026-04-06 22:03:00,2026-04-06 21:58:00,2026-04-06 22:22:00,2026-04-06 22:26:00,A54 ,31.0
2026-04-06,SN3812,2026-04-06 22:15:00,2026-04-06 22:31:00,16.0,2026-04-06 22:19:00,2026-04-06 22:35:00,2026-04-06 22:55:00,2026-04-06 22:58:00,A46 ,68.0
2026-04-06,SN3820,2026-04-07 05:40:00,2026-04-07 05:59:00,19.0,2026-04-07 06:45:00,2026-04-07 07:04:00,2026-04-07 07:29:00,2026-04-07 07:32:00,A40 ,59.0
2026-04-06,SN383,2026-04-06 11:05:00,2026-04-06 11:23:00,18.0,2026-04-06 11:11:00,2026-04-06 11:29:00,2026-04-06 11:43:00,2026-04-06 12:19:00,B14 A,176.0
2026-04-06,SN502,2026-04-06 13:40:00,2026-04-06 13:20:00,-20.0,2026-04-06 13:45:00,2026-04-06 13:25:00,2026-04-06 13:37:00,2026-04-06 14:02:00,B40 A,85.0
2026-04-06,SQ304,2026-04-06 13:25:00,2026-04-06 13:22:00,-3.0,2026-04-06 13:30:00,2026-04-06 13:27:00,2026-04-06 13:44:00,2026-04-06 14:25:00,B37 A,205.0
2026-04-06,TB1012,2026-04-06 18:30:00,2026-04-06 18:20:00,-10.0,2026-04-06 18:35:00,2026-04-06 18:25:00,2026-04-06 18:42:00,2026-04-06 18:45:00,A51 ,72.0
2026-04-06,TB1112,2026-04-06 17:55:00,2026-04-06 17:53:00,-2.0,2026-04-06 18:00:00,2026-04-06 17:58:00,2026-04-06 18:19:00,2026-04-06 18:22:00,A59 ,75.0
2026-04-06,TB1114,2026-04-06 17:55:00,2026-04-06 18:05:00,10.0,2026-04-06 18:01:00,2026-04-06 18:11:00,2026-04-06 18:29:00,2026-04-06 18:35:00,A55 ,47.0
2026-04-06,TB1412,2026-04-06 17:30:00,2026-04-06 17:28:00,-2.0,2026-04-06 17:35:00,2026-04-06 17:33:00,2026-04-06 17:42:00,2026-04-06 17:44:00,A57 ,28.0
2026-04-06,TB1552,2026-04-07 04:05:00,2026-04-07 04:17:00,12.0,2026-04-07 04:10:00,2026-04-07 04:22:00,2026-04-07 04:44:00,2026-04-07 04:50:00,A53 ,120.0
2026-04-06,TB1752,2026-04-06 21:50:00,2026-04-06 21:52:00,2.0,2026-04-06 21:55:00,2026-04-06 21:57:00,2026-04-06 22:29:00,2026-04-06 22:37:00,A59 ,128.0
2026-04-06,TB1754,2026-04-07 04:30:00,2026-04-07 04:13:00,-17.0,2026-04-07 04:34:00,2026-04-07 04:17:00,2026-04-07 04:36:00,2026-04-07 04:44:00,A65 ,129.0
2026-04-06,TB1912,2026-04-07 04:15:00,2026-04-07 04:08:00,-7.0,2026-04-07 04:21:00,2026-04-07 04:14:00,2026-04-07 04:28:00,2026-04-07 04:31:00,A57 ,55.0
2026-04-06,TB2534,2026-04-07 04:00:00,2026-04-07 04:15:00,15.0,2026-04-07 04:11:00,2026-04-07 04:26:00,2026-04-07 04:47:00,2026-04-07 04:51:00,B14 A,103.0
2026-04-06,TB2654,2026-04-07 03:00:00,2026-04-07 02:45:00,-15.0,2026-04-07 03:05:00,2026-04-07 02:50:00,2026-04-07 03:14:00,2026-04-07 03:21:00,B11 A,163.0
2026-04-06,TB2664,2026-04-07 05:45:00,2026-04-07 05:36:00,-9.0,2026-04-07 05:50:00,2026-04-07 05:41:00,2026-04-07 07:00:00,2026-04-07 07:04:00,B31 A,98.0
2026-04-06,TB2952,2026-04-06 18:10:00,2026-04-06 18:09:00,-1.0,2026-04-06 18:15:00,2026-04-06 18:14:00,2026-04-06 18:32:00,2026-04-06 18:37:00,B34 A,5.0
2026-04-06,TB3012,2026-04-06 07:30:00,2026-04-06 07:22:00,-8.0,2026-04-06 07:33:00,2026-04-06 07:25:00,2026-04-06 07:43:00,2026-04-06 07:48:00,B27 A,105.0
2026-04-06,TB3042,2026-04-06 07:15:00,2026-04-06 06:54:00,-21.0,2026-04-06 07:19:00,2026-04-06 06:58:00,2026-04-06 07:18:00,2026-04-06 07:24:00,B9  A,144.0
2026-04-06,TB3102,2026-04-07 00:25:00,2026-04-07 00:41:00,16.0,2026-04-07 00:34:00,2026-04-07 00:50:00,2026-04-07 01:07:00,2026-04-07 01:12:00,B27 A,128.0
2026-04-06,TB3202,2026-04-06 06:20:00,2026-04-06 07:43:00,83.0,2026-04-06 06:26:00,2026-04-06 07:49:00,2026-04-06 08:02:00,2026-04-06 08:03:00,B28 A,48.0
2026-04-06,TG934,2026-04-06 13:15:00,2026-04-06 13:14:00,-1.0,2026-04-06 13:24:00,2026-04-06 13:23:00,2026-04-06 13:39:00,2026-04-06 14:12:00,B14 A,262.0
2026-04-06,TK1937,2026-04-06 16:10:00,2026-04-06 16:03:00,-7.0,2026-04-06 16:16:00,2026-04-06 16:09:00,2026-04-06 16:24:00,2026-04-06 16:43:00,B34 A,208.0
2026-04-06,TK1939,2026-04-06 23:50:00,2026-04-06 23:55:00,5.0,2026-04-06 23:56:00,2026-04-07 00:01:00,2026-04-07 00:14:00,2026-04-07 00:53:00,B14 A,177.0
2026-04-06,TK1941,2026-04-07 03:25:00,2026-04-07 03:24:00,-1.0,2026-04-07 03:42:00,2026-04-07 03:41:00,2026-04-07 03:52:00,2026-04-07 04:10:00,B30 A,251.0
2026-04-06,TK1943,2026-04-06 19:25:00,2026-04-06 19:21:00,-4.0,2026-04-06 19:32:00,2026-04-06 19:28:00,2026-04-06 19:41:00,2026-04-06 19:51:00,B14 A,128.0
2026-04-06,TP640,2026-04-06 17:00:00,2026-04-06 17:06:00,6.0,2026-04-06 17:05:00,2026-04-06 17:11:00,2026-04-06 17:32:00,2026-04-06 17:35:00,A49 ,106.0
2026-04-06,TP642,2026-04-06 21:05:00,2026-04-06 20:50:00,-15.0,2026-04-06 21:11:00,2026-04-06 20:56:00,2026-04-06 21:09:00,2026-04-06 21:12:00,A47 ,73.0
2026-04-06,TP644,2026-04-07 02:05:00,2026-04-07 01:52:00,-13.0,2026-04-07 02:08:00,2026-04-07 01:55:00,2026-04-07 02:11:00,2026-04-07 02:20:00,A49 ,100.0
2026-04-06,TP646,2026-04-07 05:55:00,2026-04-07 07:04:00,69.0,2026-04-07 06:01:00,2026-04-07 07:10:00,2026-04-07 07:24:00,2026-04-07 07:29:00,A59 ,114.0
2026-04-06,TU954,2026-04-06 17:25:00,2026-04-06 17:21:00,-4.0,2026-04-06 17:30:00,2026-04-06 17:26:00,2026-04-06 17:42:00,2026-04-06 17:46:00,B36 A,72.0
2026-04-06,UA950,2026-04-06 13:15:00,2026-04-06 12:39:00,-36.0,2026-04-06 13:20:00,2026-04-06 12:44:00,2026-04-06 13:07:00,2026-04-06 13:29:00,B31 A,97.0
2026-04-06,UA972,2026-04-06 15:00:00,2026-04-06 14:41:00,-19.0,2026-04-06 15:07:00,2026-04-06 14:48:00,2026-04-06 15:04:00,2026-04-06 15:26:00,B40 A,50.0
2026-04-06,UA994,2026-04-06 13:45:00,2026-04-06 13:00:00,-45.0,2026-04-06 13:51:00,2026-04-06 13:06:00,2026-04-06 13:25:00,2026-04-06 13:49:00,B38 A,135.0
2026-04-06,UX1171,2026-04-06 15:45:00,2026-04-06 15:45:00,0.0,2026-04-06 15:54:00,2026-04-06 15:54:00,2026-04-06 16:16:00,2026-04-06 16:19:00,A48 ,91.0
2026-04-06,UX1173,2026-04-06 23:40:00,2026-04-06 23:32:00,-8.0,2026-04-06 23:46:00,2026-04-06 23:38:00,2026-04-06 23:56:00,2026-04-07 00:02:00,A49 ,84.0
2026-04-06,VF65,2026-04-06 17:15:00,2026-04-06 17:09:00,-6.0,2026-04-06 17:20:00,2026-04-06 17:14:00,2026-04-06 17:29:00,2026-04-06 17:34:00,B27 A,105.0
2026-04-06,VF67,2026-04-06 22:10:00,2026-04-06 22:14:00,4.0,2026-04-06 22:17:00,2026-04-06 22:21:00,2026-04-06 22:38:00,2026-04-06 22:51:00,B15 A,215.0
2026-04-06,VY1334,2026-04-07 02:25:00,2026-04-07 02:11:00,-14.0,2026-04-07 02:30:00,2026-04-07 02:16:00,2026-04-07 02:32:00,2026-04-07 02:33:00,A61 ,36.0
2026-04-06,VY3650,2026-04-06 23:45:00,2026-04-07 00:07:00,22.0,2026-04-06 23:50:00,2026-04-07 00:12:00,2026-04-07 00:24:00,2026-04-07 00:27:00,A57 ,61.0
2026-04-06,VY8980,2026-04-06 15:50:00,2026-04-06 15:43:00,-7.0,2026-04-06 15:55:00,2026-04-06 15:48:00,2026-04-06 15:59:00,2026-04-06 16:00:00,A57 ,47.0
2026-04-06,VY8982,2026-04-06 23:25:00,2026-04-06 23:24:00,-1.0,2026-04-06 23:29:00,2026-04-06 23:28:00,2026-04-06 23:46:00,2026-04-06 23:49:00,A45 ,30.0
2026-04-06,VY8984,2026-04-07 02:50:00,2026-04-07 02:37:00,-13.0,2026-04-07 02:54:00,2026-04-07 02:41:00,2026-04-07 02:51:00,2026-04-07 02:52:00,A63 ,28.0
2026-04-06,VY8986,2026-04-06 20:30:00,2026-04-06 20:38:00,8.0,2026-04-06 20:35:00,2026-04-06 20:43:00,2026-04-06 20:58:00,2026-04-06 21:00:00,A51 ,78.0
2026-04-07,AC826,2026-04-07 14:50:00,2026-04-07 14:25:00,-25.0,2026-04-07 14:57:00,2026-04-07 14:32:00,2026-04-07 14:48:00,2026-04-07 15:12:00,B30 A,72.0
2026-04-07,AC832,2026-04-07 14:10:00,2026-04-07 14:01:00,-9.0,2026-04-07 14:18:00,2026-04-07 14:09:00,2026-04-07 14:27:00,2026-04-07 14:45:00,,93.0
2026-04-07,AY1541,2026-04-07 16:20:00,2026-04-07 16:15:00,-5.0,2026-04-07 16:26:00,2026-04-07 16:21:00,2026-04-07 16:38:00,2026-04-07 16:54:00,A49 ,72.0
